timestamp,dorm,consumption_kwh
2025-01-14 10:00:00,Dorm_A,16.8
2025-01-14 11:00:00,Dorm_A,15.18
2025-01-14 12:00:00,Dorm_A,10.68
2025-01-14 13:00:00,Dorm_A,18.25
2025-01-14 14:00:00,Dorm_A,17.66
2025-01-14 15:00:00,Dorm_A,18.37
2025-01-14 16:00:00,Dorm_A,12.32
2025-01-14 17:00:00,Dorm_A,18.4
2025-01-14 18:00:00,Dorm_A,40.86
2025-01-14 19:00:00,Dorm_A,42.17
2025-01-14 20:00:00,Dorm_A,33.66
2025-01-14 21:00:00,Dorm_A,33.37
2025-01-14 22:00:00,Dorm_A,30.24
2025-01-14 23:00:00,Dorm_A,17.59
2025-01-01 00:00:00,Dorm_B,15.29
2025-01-01 01:00:00,Dorm_B,16.82
2025-01-01 02:00:00,Dorm_B,18.95
2025-01-01 03:00:00,Dorm_B,10.36
2025-01-01 04:00:00,Dorm_B,16.14
2025-01-01 05:00:00,Dorm_B,16.7
2025-01-01 06:00:00,Dorm_B,24.12
2025-01-01 07:00:00,Dorm_B,21.3
2025-01-01 08:00:00,Dorm_B,26.28
2025-01-01 09:00:00,Dorm_B,21.41
2025-01-01 10:00:00,Dorm_B,16.48
2025-01-01 11:00:00,Dorm_B,16.23
2025-01-01 12:00:00,Dorm_B,15.89
2025-01-01 13:00:00,Dorm_B,15.35
2025-01-01 14:00:00,Dorm_B,17.09
2025-01-01 15:00:00,Dorm_B,13.63
2025-01-01 16:00:00,Dorm_B,16.58
2025-01-01 17:00:00,Dorm_B,11.33
2025-01-01 18:00:00,Dorm_B,36.83
2025-01-01 19:00:00,Dorm_B,43.47
2025-01-01 20:00:00,Dorm_B,30.59
2025-01-01 21:00:00,Dorm_B,42.38
2025-01-01 22:00:00,Dorm_B,36.59
2025-01-01 23:00:00,Dorm_B,18.03
2025-01-02 00:00:00,Dorm_B,12.54
2025-01-02 01:00:00,Dorm_B,11.81
2025-01-02 02:00:00,Dorm_B,17.86
2025-01-02 03:00:00,Dorm_B,15.24
2025-01-02 04:00:00,Dorm_B,12.47
2025-01-02 05:00:00,Dorm_B,14.83
2025-01-02 06:00:00,Dorm_B,26.52
2025-01-02 07:00:00,Dorm_B,28.45
2025-01-02 08:00:00,Dorm_B,28.04
2025-01-02 09:00:00,Dorm_B,29.92
2025-01-02 10:00:00,Dorm_B,10.75
2025-01-02 11:00:00,Dorm_B,11.52
2025-01-02 12:00:00,Dorm_B,18.76
2025-01-02 13:00:00,Dorm_B,17.43
2025-01-02 14:00:00,Dorm_B,14.64
2025-01-02 15:00:00,Dorm_B,13.44
2025-01-02 16:00:00,Dorm_B,11.0
2025-01-02 17:00:00,Dorm_B,17.84
2025-01-02 18:00:00,Dorm_B,32.95
2025-01-02 19:00:00,Dorm_B,44.04
2025-01-02 20:00:00,Dorm_B,44.91
2025-01-02 21:00:00,Dorm_B,36.1
2025-01-02 22:00:00,Dorm_B,30.43
2025-01-02 23:00:00,Dorm_B,12.72
2025-01-03 00:00:00,Dorm_B,11.52
2025-01-03 01:00:00,Dorm_B,17.47
2025-01-03 02:00:00,Dorm_B,18.16
2025-01-03 03:00:00,Dorm_B,15.82
2025-01-03 04:00:00,Dorm_B,10.91
2025-01-03 05:00:00,Dorm_B,14.66
2025-01-03 06:00:00,Dorm_B,28.05
2025-01-03 07:00:00,Dorm_B,25.23
2025-01-03 08:00:00,Dorm_B,25.64
2025-01-03 09:00:00,Dorm_B,23.92
2025-01-03 10:00:00,Dorm_B,15.05
2025-01-03 11:00:00,Dorm_B,19.45
2025-01-03 12:00:00,Dorm_B,18.86
2025-01-03 13:00:00,Dorm_B,12.06
2025-01-03 14:00:00,Dorm_B,14.34
2025-01-03 15:00:00,Dorm_B,14.96
2025-01-03 16:00:00,Dorm_B,10.27
2025-01-03 17:00:00,Dorm_B,16.01
2025-01-03 18:00:00,Dorm_B,31.66
2025-01-03 19:00:00,Dorm_B,30.2
2025-01-03 20:00:00,Dorm_B,34.41
2025-01-03 21:00:00,Dorm_B,31.15
2025-01-03 22:00:00,Dorm_B,33.71
2025-01-03 23:00:00,Dorm_B,14.12
2025-01-04 00:00:00,Dorm_B,13.27
2025-01-04 01:00:00,Dorm_B,11.78
2025-01-04 02:00:00,Dorm_B,18.69
2025-01-04 03:00:00,Dorm_B,19.48
2025-01-04 04:00:00,Dorm_B,19.3
2025-01-04 05:00:00,Dorm_B,18.48
2025-01-04 06:00:00,Dorm_B,27.16
2025-01-04 07:00:00,Dorm_B,27.8
2025-01-04 08:00:00,Dorm_B,22.53
2025-01-04 09:00:00,Dorm_B,25.22
2025-01-04 10:00:00,Dorm_B,18.19
2025-01-04 11:00:00,Dorm_B,14.87
2025-01-04 12:00:00,Dorm_B,15.8
2025-01-04 13:00:00,Dorm_B,13.34
2025-01-04 14:00:00,Dorm_B,16.93
2025-01-04 15:00:00,Dorm_B,13.91
2025-01-04 16:00:00,Dorm_B,15.6
2025-01-04 17:00:00,Dorm_B,17.84
2025-01-04 18:00:00,Dorm_B,38.12
2025-01-04 19:00:00,Dorm_B,38.88
2025-01-04 20:00:00,Dorm_B,35.69
2025-01-04 21:00:00,Dorm_B,40.07
2025-01-04 22:00:00,Dorm_B,39.65
2025-01-04 23:00:00,Dorm_B,14.96
2025-01-05 00:00:00,Dorm_B,16.56
2025-01-05 01:00:00,Dorm_B,19.62
2025-01-05 02:00:00,Dorm_B,18.94
2025-01-05 03:00:00,Dorm_B,16.2
2025-01-05 04:00:00,Dorm_B,16.0
2025-01-05 05:00:00,Dorm_B,15.95
2025-01-05 06:00:00,Dorm_B,29.27
2025-01-05 07:00:00,Dorm_B,22.25
2025-01-05 08:00:00,Dorm_B,21.59
2025-01-05 09:00:00,Dorm_B,28.27
2025-01-05 10:00:00,Dorm_B,17.47
2025-01-05 11:00:00,Dorm_B,13.98
2025-01-05 12:00:00,Dorm_B,19.87
2025-01-05 13:00:00,Dorm_B,10.13
2025-01-05 14:00:00,Dorm_B,19.84
2025-01-05 15:00:00,Dorm_B,19.2
2025-01-05 16:00:00,Dorm_B,11.61
2025-01-05 17:00:00,Dorm_B,18.56
2025-01-05 18:00:00,Dorm_B,32.08
2025-01-05 19:00:00,Dorm_B,35.68
2025-01-05 20:00:00,Dorm_B,44.61
2025-01-05 21:00:00,Dorm_B,32.63
2025-01-05 22:00:00,Dorm_B,36.91
2025-01-05 23:00:00,Dorm_B,18.99
2025-01-06 00:00:00,Dorm_B,11.84
2025-01-06 01:00:00,Dorm_B,15.66
2025-01-06 02:00:00,Dorm_B,18.38
2025-01-06 03:00:00,Dorm_B,10.5
2025-01-06 04:00:00,Dorm_B,18.43
2025-01-06 05:00:00,Dorm_B,14.92
2025-01-06 06:00:00,Dorm_B,24.09
2025-01-06 07:00:00,Dorm_B,28.65
2025-01-06 08:00:00,Dorm_B,28.41
2025-01-06 09:00:00,Dorm_B,22.36
2025-01-06 10:00:00,Dorm_B,12.73
2025-01-06 11:00:00,Dorm_B,13.75
2025-01-06 12:00:00,Dorm_B,15.83
2025-01-06 13:00:00,Dorm_B,11.61
2025-01-06 14:00:00,Dorm_B,16.23
2025-01-06 15:00:00,Dorm_B,11.24
2025-01-06 16:00:00,Dorm_B,19.45
2025-01-06 17:00:00,Dorm_B,13.06
2025-01-06 18:00:00,Dorm_B,39.85
2025-01-06 19:00:00,Dorm_B,35.82
2025-01-06 20:00:00,Dorm_B,35.94
2025-01-06 21:00:00,Dorm_B,41.95
2025-01-06 22:00:00,Dorm_B,31.27
2025-01-06 23:00:00,Dorm_B,16.95
2025-01-07 00:00:00,Dorm_B,10.81
2025-01-07 01:00:00,Dorm_B,18.66
2025-01-07 02:00:00,Dorm_B,11.86
2025-01-07 03:00:00,Dorm_B,10.71
2025-01-07 04:00:00,Dorm_B,14.0
2025-01-07 05:00:00,Dorm_B,18.08
2025-01-07 06:00:00,Dorm_B,26.06
2025-01-07 07:00:00,Dorm_B,28.47
2025-01-07 08:00:00,Dorm_B,27.4
2025-01-07 09:00:00,Dorm_B,27.29
2025-01-07 10:00:00,Dorm_B,18.43
2025-01-07 11:00:00,Dorm_B,11.4
2025-01-07 12:00:00,Dorm_B,15.37
2025-01-07 13:00:00,Dorm_B,10.71
2025-01-07 14:00:00,Dorm_B,17.37
2025-01-07 15:00:00,Dorm_B,12.71
2025-01-07 16:00:00,Dorm_B,11.23
2025-01-07 17:00:00,Dorm_B,16.26
2025-01-07 18:00:00,Dorm_B,32.63
2025-01-07 19:00:00,Dorm_B,32.21
2025-01-07 20:00:00,Dorm_B,31.68
2025-01-07 21:00:00,Dorm_B,39.74
2025-01-07 22:00:00,Dorm_B,31.19
2025-01-07 23:00:00,Dorm_B,14.3
2025-01-08 00:00:00,Dorm_B,18.15
2025-01-08 01:00:00,Dorm_B,13.9
2025-01-08 02:00:00,Dorm_B,10.01
2025-01-08 03:00:00,Dorm_B,11.64
2025-01-08 04:00:00,Dorm_B,19.36
2025-01-08 05:00:00,Dorm_B,17.21
2025-01-08 06:00:00,Dorm_B,28.54
2025-01-08 07:00:00,Dorm_B,29.81
2025-01-08 08:00:00,Dorm_B,25.81
2025-01-08 09:00:00,Dorm_B,22.73
2025-01-08 10:00:00,Dorm_B,12.6
2025-01-08 11:00:00,Dorm_B,19.37
2025-01-08 12:00:00,Dorm_B,15.63
2025-01-08 13:00:00,Dorm_B,12.79
2025-01-08 14:00:00,Dorm_B,19.28
2025-01-08 15:00:00,Dorm_B,17.38
2025-01-08 16:00:00,Dorm_B,15.69
2025-01-08 17:00:00,Dorm_B,17.47
2025-01-08 18:00:00,Dorm_B,32.74
2025-01-08 19:00:00,Dorm_B,43.23
2025-01-08 20:00:00,Dorm_B,43.32
2025-01-08 21:00:00,Dorm_B,43.1
2025-01-08 22:00:00,Dorm_B,39.48
2025-01-08 23:00:00,Dorm_B,14.58
2025-01-09 00:00:00,Dorm_B,19.94
2025-01-09 01:00:00,Dorm_B,13.84
2025-01-09 02:00:00,Dorm_B,14.78
2025-01-09 03:00:00,Dorm_B,15.33
2025-01-09 04:00:00,Dorm_B,16.59
2025-01-09 05:00:00,Dorm_B,19.61
2025-01-09 06:00:00,Dorm_B,28.28
2025-01-09 07:00:00,Dorm_B,27.62
2025-01-09 08:00:00,Dorm_B,27.83
2025-01-09 09:00:00,Dorm_B,26.55
2025-01-09 10:00:00,Dorm_B,17.94
2025-01-09 11:00:00,Dorm_B,16.87
2025-01-09 12:00:00,Dorm_B,14.69
2025-01-09 13:00:00,Dorm_B,19.07
2025-01-09 14:00:00,Dorm_B,12.26
2025-01-09 15:00:00,Dorm_B,11.61
2025-01-09 16:00:00,Dorm_B,11.5
2025-01-09 17:00:00,Dorm_B,10.14
2025-01-09 18:00:00,Dorm_B,32.29
2025-01-09 19:00:00,Dorm_B,44.76
2025-01-09 20:00:00,Dorm_B,30.4
2025-01-09 21:00:00,Dorm_B,32.2
2025-01-09 22:00:00,Dorm_B,36.84
2025-01-09 23:00:00,Dorm_B,18.24
2025-01-10 00:00:00,Dorm_B,18.31
2025-01-10 01:00:00,Dorm_B,11.48
2025-01-10 02:00:00,Dorm_B,13.21
2025-01-10 03:00:00,Dorm_B,19.67
2025-01-10 04:00:00,Dorm_B,18.81
2025-01-10 05:00:00,Dorm_B,16.36
2025-01-10 06:00:00,Dorm_B,29.88
2025-01-10 07:00:00,Dorm_B,26.73
2025-01-10 08:00:00,Dorm_B,26.93
2025-01-10 09:00:00,Dorm_B,20.63
2025-01-10 10:00:00,Dorm_B,12.88
2025-01-10 11:00:00,Dorm_B,14.32
2025-01-10 12:00:00,Dorm_B,19.94
2025-01-10 13:00:00,Dorm_B,13.36
2025-01-10 14:00:00,Dorm_B,19.87
2025-01-10 15:00:00,Dorm_B,18.87
2025-01-10 16:00:00,Dorm_B,17.19
2025-01-10 17:00:00,Dorm_B,16.76
2025-01-10 18:00:00,Dorm_B,43.27
2025-01-10 19:00:00,Dorm_B,30.78
2025-01-10 20:00:00,Dorm_B,37.08
2025-01-10 21:00:00,Dorm_B,39.94
2025-01-10 22:00:00,Dorm_B,40.01
2025-01-10 23:00:00,Dorm_B,12.9
2025-01-11 00:00:00,Dorm_B,15.13
2025-01-11 01:00:00,Dorm_B,17.0
2025-01-11 02:00:00,Dorm_B,16.4
2025-01-11 03:00:00,Dorm_B,15.93
2025-01-11 04:00:00,Dorm_B,11.09
